,Unnamed: 0,_id,ltable_Id,rtable_Id,ltable_Name,ltable_Street,ltable_Address,ltable_Cuisines,ltable_Take Out,rtable_Name,rtable_Street,rtable_Address,rtable_Cuisines,rtable_Take Out,label
97,264,264,649,2864,mifune,245 e 44th st ,"245 e 44th st new york city, ny 10017-4337",Japanese;Sushi,No,mifune new york,245 e 44th st,245 e 44th stnew york ny 10017,Japanese;Sushi Bars,No,1
20,60,60,157,2885,hakubai,66 park ave ,"66 park ave new york city, ny 10016-3007",Japanese;Sushi;Asian,No,hakubai,66 park ave,66 park avenew york ny 10016,Japanese,No,1
153,404,404,1005,1534,le parisien,163 e 33rd st ,"163 e 33rd st new york city, ny 10016-4644",French;European;Gluten Free Options,No,le parisien,163 e 33rd st,163 e 33rd stnew york ny 10016,French,No,1
54,135,135,350,1207,mamak,174 2nd ave ,"174 2nd ave new york city, ny 10003-5751",Asian;Thai;Vietnamese,Yes,lovemama,174 2nd ave,174 2nd avenew york ny 10003,Thai;Malaysian;Vietnamese,Yes,0
30,79,79,204,1973,rainbow room,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",American;Contemporary;Vegetarian Friendly,No,rainbow room,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,American (New);Venues & Event Spaces,No,1
304,800,800,2031,2590,paola's restaurant,madison avenue ,"madison avenue new york city, ny 10128",Italian;Vegetarian Friendly;Gluten Free Options,Yes,paola’s restaurant,1295 madison ave,1295 madison avenew york ny 10128,Italian,Yes,1
49,127,127,330,1401,sweet chick,"164 bedford ave brooklyn, ny 11249-136","164 bedford ave brooklyn, ny 11249-1367",American,Yes,sweet chick,164 bedford avebrooklyn ,164 bedford avebrooklyn ny 11211,Southern;Breakfast & Brunch;American (Traditional),Yes,1
236,627,627,1586,2018,al di la trattoria,"248 5th ave brooklyn, ny 11215-120","248 5th ave brooklyn, ny 11215-1201",Italian;Vegetarian Friendly;Gluten Free Options,No,al di la trattoria,248 5th avebrooklyn ,248 5th avebrooklyn ny 11215,Italian,No,1
100,270,270,668,983,lucali,"575 henry st brooklyn, ny 11231-270","575 henry st brooklyn, ny 11231-2707",Italian;Pizza;Vegetarian Friendly,Yes,lucali,575 henry stbrooklyn ,575 henry stbrooklyn ny 11231,Pizza,Yes,1
282,745,745,1923,213,tuck shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Australian,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,Coffee & Tea;Cafes,Yes,0
316,828,828,2133,2390,bar bolonat,611 hudson st ,"611 hudson st new york city, ny 10014-1813",Mediterranean;Middle Eastern;Israeli,No,bar bolonat,611 hudson st,611 hudson stnew york ny 10014,Mediterranean,No,1
399,1082,1082,2741,2890,per se,10 columbus cir ,"10 columbus cir new york city, ny 10019-1158",French;American;Vegetarian Friendly,No,porter house bar and grill,10 columbus cir,10 columbus cirnew york ny 10019,Steakhouses;American (New);Cocktail Bars,No,0
469,1259,1259,3063,2396,pietro's,232 e 43rd st ,"232 e 43rd st new york city, ny 10017-4713",Italian;Gluten Free Options,No,pietros ristorante,232 e 43rd st,232 e 43rd stnew york ny 10017,Steakhouses;Italian;Wine Bars,Yes,1
351,943,943,2453,2551,morrell wine bar & cafe,1 rockefeller plz ,"1 rockefeller plz new york city, ny 10020-2003",American;Bar;Wine Bar,No,morrell wine bar & cafe,1 rockefeller plz 49th st,1 rockefeller plz 49th stnew york ny 10020,Wine Bars;American (New);Cafes,Yes,1
56,139,139,357,2306,lantern's keep,49 w 44th st ,"49 w 44th st new york city, ny 10036-6613",,No,lantern’s keep,49 w 44th stiroquois hotel,49 w 44th stiroquois hotelnew york ny 10036,Cocktail Bars,No,1
60,146,146,366,2879,l'atelier de joel robuchon,85 10th ave ,"85 10th ave new york city, ny 10011-4725",French;Vegetarian Friendly,No,l’atelier de joël robuchon,85 10th ave,85 10th avenew york ny 10011,French;Bars,No,1
454,1225,1225,3022,1512,emily,"919 fulton st brooklyn, ny 11238-173","919 fulton st brooklyn, ny 11238-1735",Italian;Pizza;American,Yes,emily,919 fulton stbrooklyn ,919 fulton stbrooklyn ny 11238,Pizza,Yes,1
279,742,742,1920,1269,ootoya,8 w 18th st ,"8 w 18th st new york city, ny 10011-4602",Japanese;Asian;Vegetarian Friendly,No,ootoya chelsea,8 w 18th st,8 w 18th stnew york ny 10011,Japanese;Sushi Bars,No,1
293,778,778,1974,2967,strip house,13 e 12th st ,"13 e 12th st new york city, ny 10003-4404",American;Steakhouse;Gluten Free Options,No,strip house,13 e 12th st,13 e 12th stnew york ny 10003,Steakhouses;Seafood,No,1
208,551,551,1370,3110,masa,10 columbus cir ,"10 columbus cir new york city, ny 10019-1158",Japanese;Sushi;Asian,No,center bar,10 columbus cirfl 4,10 columbus cirfl 4new york ny 10019,Lounges;Salad;Sandwiches,No,0
303,799,799,2030,1982,hatsuhana restaurant,17 e 48th st ste 1 ,"17 e 48th st ste 1 new york city, ny 10017-1010",Japanese;Sushi;Asian,Yes,hatsuhana sushi restaurant,17 e 48th st,17 e 48th stnew york ny 10017,Japanese;Sushi Bars,Yes,1
285,755,755,1929,213,the green table,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Bar;American;Vegetarian Friendly,No,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,Coffee & Tea;Cafes,Yes,0
167,435,435,1074,1087,hale and hearty soups--ninth avenue,75 9th ave ,"75 9th ave new york city, ny 10011-7006",American;Fast Food;Soups,Yes,chelsea market,75 9th ave,75 9th avenew york ny 10011,Public Markets,No,0
38,95,95,249,2697,nocello,257 w 55th st ,"257 w 55th st new york city, ny 10019-5232",Italian;Vegetarian Friendly;Gluten Free Options,Yes,nocello,257 w 55th st,257 w 55th stnew york ny 10019,Italian,No,1
325,858,858,2202,2840,dera restaurant,103 lexington ave ,"103 lexington ave new york city, ny 10016-8918",,No,lexington club,1032 lexington ave,1032 lexington avenew york ny 10021,Steakhouses,Yes,0
319,834,834,2149,708,essex restaurant,120 essex st ,"120 essex st new york city, ny 10002-3211",American;Contemporary;Fusion,No,ni japanese delicacies,120 essex st,120 essex stnew york ny 10002,Japanese;Delis,Yes,0
515,1402,1402,3359,2632,eataly,200 fifth ave ,"200 fifth ave new york city, ny 10010-3302",Italian;Soups;Vegetarian Friendly,Yes,eataly,200 5th ave,200 5th avenew york ny 10010,Italian;Grocery;Cafes,No,1
163,424,424,1048,2997,keens steakhouse,72 west 36th street ,"72 west 36th street new york city, ny 10018-8025",American;Steakhouse;Gluten Free Options,No,keens steakhouse,72 w 36th st,72 w 36th stnew york ny 10018,Steakhouses;Desserts;Pubs,Yes,1
124,326,326,800,1173,b squared,679 9th ave ,"679 9th ave new york city, ny 10036-3618",Italian;Pizza;Vegetarian Friendly,Yes,b squared,679 9th ave,679 9th avenew york ny 10036,Italian;Pizza,Yes,1
154,405,405,1007,1600,posto thin crust pizza,310 2nd ave ,"310 2nd ave new york city, ny 10003-2724",Italian;Pizza,Yes,posto,310 2nd ave,310 2nd avenew york ny 10003,Pizza,Yes,1
59,145,145,366,2468,l'atelier de joel robuchon,85 10th ave ,"85 10th ave new york city, ny 10011-4725",French;Vegetarian Friendly,No,toro,85 10th ave,85 10th avenew york ny 10011,Tapas/Small Plates;Spanish;Tapas Bars,Yes,0
474,1277,1277,3099,2536,the wayfarer,101 w 57th st ,"101 w 57th st new york city, ny 10019-2215",American;Sushi;Vegetarian Friendly,No,the wayfarer,101 w 57th st,101 w 57th stnew york ny 10019,American (New),Yes,1
565,1544,1544,3698,2025,aurora soho,510 broome st ,"510 broome st new york city, ny 10013-1695",Italian;Mediterranean;Vegetarian Friendly,No,aurora soho,510 broome st,510 broome stnew york ny 10013,Italian;Breakfast & Brunch;Wine Bars,No,1
278,739,739,1915,2399,the smith,1900 broadway ,"1900 broadway new york city, ny 10023-7004",American;Bar;Vegetarian Friendly,Yes,cafe fiorello,1900 broadway,1900 broadwaynew york ny 10023,Italian;Pizza;American (Traditional),Yes,0
158,413,413,1023,2598,grand central oyster bar & restaurant,89 e 42nd st ,"89 e 42nd st new york city, ny 10017-5503",International;American;Gluten Free Options,Yes,grand central oyster bar,89 e 42nd st,89 e 42nd stnew york ny 10017,Seafood,Yes,1
51,130,130,340,600,the kati roll company,49 w 39th st ,"49 w 39th st new york city, ny 10018-3887",Indian;Fast Food;Asian,Yes,the kati roll company,49 w 39th st,49 w 39th stnew york ny 10018,Indian;Halal,Yes,1
463,1246,1246,3048,5,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Fast Food,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,Mexican,Yes,0
356,959,959,2496,2667,acme,9 great jones st ,"9 great jones st new york city, ny 10012-1128",Vegetarian Friendly,No,acme,9 great jones st,9 great jones stnew york ny 10012,American (New),No,1
219,593,593,1481,2301,hasaki,210 e 9th st ,"210 e 9th st new york city, ny 10003-7531",Japanese;Sushi;Asian,No,hasaki,210 e 9th stbasement,210 e 9th stbasementnew york ny 10003,Sushi Bars;Japanese,Yes,1
74,187,187,474,436,main noodle house,1011 avenue of the americas ,"1011 avenue of the americas new york city, ny 10018-5516",Chinese;Asian;Vegetarian Friendly,Yes,chick-fil-a,1000 avenue of the americas,1000 avenue of the americasnew york ny 10018,Fast Food,Yes,0
4,5,5,26,1973,pret a manger,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",American;Cafe;Fast Food,Yes,rainbow room,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,American (New);Venues & Event Spaces,No,0
468,1255,1255,3054,2736,the soho grand bar & lounge,310 w broadway ,"310 w broadway new york city, ny 10013-2225",Bar;American;Contemporary,No,grand bar,310 w broadway,310 w broadwaynew york ny 10013,Lounges;American (Traditional),No,1
433,1161,1161,2877,1044,harlem tavern,2153 frederick douglass blvd ,"2153 frederick douglass blvd new york city, ny 10026-2040",American;Bar;Pub,Yes,serengeti teas & spices,2292 frederick douglass blvd,2292 frederick douglass blvdnew york ny 10027,Coffee & Tea;Tea Rooms,Yes,0
311,817,817,2078,1627,radegast hall & biergarten,"113 n 3rd st brooklyn, ny 11249-392","113 n 3rd st brooklyn, ny 11249-3923",German;Bar;Brew Pub,Yes,radegast hall and biergarten,113 n 3rd stbrooklyn ,113 n 3rd stbrooklyn ny 11249,Pubs;German;Venues & Event Spaces,Yes,1
485,1307,1307,3142,269,el sabroso,265 w 37th st ,"265 w 37th st new york city, ny 10018-5707",Latin;Spanish;South American,No,ramini espresso bar & cafe,265 w 37th st,265 w 37th stnew york ny 10018,Coffee & Tea;Cafes,Yes,0
5,10,10,33,1589,friedman's,132 w 31st st ,"132 w 31st st new york city, ny 10001-3406",American;Vegetarian Friendly;Vegan Options,Yes,friedman’s,132 w 31st st,132 w 31st stnew york ny 10001,American (New);Gluten-Free;Breakfast & Brunch,Yes,1
141,380,380,953,1301,calle dao,38 w 39th st ,"38 w 39th st new york city, ny 10018-3800",Chinese;Latin;Asian,Yes,calle dao - bryant park,38 w 39th st,38 w 39th stnew york ny 10018,Cuban;Cocktail Bars;Breakfast & Brunch,Yes,1
379,1037,1037,2654,2752,salumeria rosi,283 amsterdam ave ,"283 amsterdam ave new york city, ny 10023-2103",Italian;Vegetarian Friendly;Vegan Options,Yes,kennedy’s chicken & grill,2083 amsterdam ave,2083 amsterdam avenew york ny 10032,Chicken Wings,No,0
135,359,359,908,2268,lucien restaurant,14 1st ave ,"14 1st ave new york city, ny 10009-7904",French;European,No,lucien,14 1st ave,14 1st avenew york ny 10009,French;Wine Bars,No,1
329,865,865,2219,2492,el quijote,226 w 23rd st ,"226 w 23rd st new york city, ny 10011-2301",Latin;Seafood;Spanish,Yes,el quijote,226 w 23rd st,226 w 23rd stnew york ny 10011,Spanish;Basque,Yes,1
540,1476,1476,3520,1197,cocoron,61 delancey st ,"61 delancey st new york city, ny 10002-2916",Japanese;Asian,No,cocoron,16 delancey st,16 delancey stnew york ny 10002,Japanese;Noodles;Vegan,No,1
22,64,64,164,2104,victor's cafe,236 w 52nd st ,"236 w 52nd st new york city, ny 10019-5822",Latin;Spanish;Cuban,Yes,victor’s cafe,236 w 52nd st,236 w 52nd stnew york ny 10019,Cuban;Tapas Bars;Lounges,Yes,1
276,727,727,1883,1215,lic market,"2152 44th dr long island city, ny 11101-471","2152 44th dr long island city, ny 11101-4710",American;International;Vegetarian Friendly,Yes,lic market,21-52 44th drlong island city ,21-52 44th drlong island city ny 11101,Breakfast & Brunch;American (New);Bars,Yes,1
284,754,754,1929,6,the green table,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Bar;American;Vegetarian Friendly,No,chelsea market,75 9th ave,75 9th avenew york ny 10011,Public Markets,No,0
473,1275,1275,3093,2238,amali,115 e 60th st ,"115 e 60th st new york city, ny 10022-1124",Mediterranean;Gluten Free Options;Vegetarian Friendly,No,amali,115 e 60th st,115 e 60th stnew york ny 10022,Greek;Italian;Gluten-Free,Yes,1
577,1579,1579,3790,527,burger heights,177 wadsworth ave ,"177 wadsworth ave new york city, ny 10033-3879",Fast Food,Yes,burger heights,177 wadsworth ave,177 wadsworth avenew york ny 10033,Burgers,Yes,1
281,744,744,1923,6,tuck shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Australian,Yes,chelsea market,75 9th ave,75 9th avenew york ny 10011,Public Markets,No,0
220,595,595,1500,2096,fabio cucina italiana,214 e 52nd st ,"214 e 52nd st new york city, ny 10022-6207",Italian;Vegetarian Friendly;Gluten Free Options,Yes,fabio cucina italiana,214 e 52nd st,214 e 52nd stnew york ny 10022,Italian,Yes,1
