Id,Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
1339,Newyorktitlan,1525 Gates AveBrooklyn NY 11237,(347) 715-5387,New Mexican Cuisine;Breakfast & Brunch;Cafeteria,11:00 AM,04:30 PM,11:00 AM,04:30 PM,Yes
1340,The Factory Bar & Restaurant,1612 Madison StRidgewood NY 11385,(347) 796-2055,Tapas Bars;Cocktail Bars,04:00 PM,02:00 AM,04:00 PM,12:00 AM,Yes
1341,Tanoreen,7523 3rd AveBrooklyn NY 11209,(718) 748-5600,Middle Eastern;Mediterranean,10:30 AM,10:00 PM,10:30 AM,09:45 PM,Yes
1342,Parksanbal Babs,41-10 162nd StFlushing NY 11358,(718) 840-8467,Korean;Soup;Noodles,09:00 AM,08:30 PM,CLOSED,CLOSED,Yes
1343,Michael’s Salumeria,536 Valley Brook AveLyndhurst NJ 07071,(201) 939-9654,Delis;Italian;Seafood,09:00 AM,04:00 PM,09:00 AM,01:00 PM,Yes
1344,Zibetto Espresso Bar,1385 6th AveNew York NY 10019,(646) 707-0505,Coffee & Tea,09:00 AM,06:00 PM,10:00 AM,05:00 PM,Yes
1345,Mariachi Grill,262 Ridge RdLyndhurst NJ 07071,(201) 528-7493,Mexican,11:00 AM,10:00 PM,12:00 PM,08:00 PM,Yes
1346,Table 87 Coal Oven Pizza,87 Atlantic AveBrooklyn NY 11201,(718) 797-9300,Pizza;Italian,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
1347,Cafe Habana,17 Prince StNew York NY 10012,(212) 625-2001,Cuban;Mexican,09:00 AM,12:00 AM,09:00 AM,12:00 AM,Yes
1348,Cafe Batata,382 2nd StJersey City NJ 07302,(201) 217-4146,Coffee & Tea;Brazilian;Comfort Food,10:00 AM,09:00 PM,10:00 AM,09:00 PM,Yes
1349,Judge Roy Bean Public House,38 W 56th StNew York NY 10019,(212) 262-8300,Pubs;Sports Bars;Gastropubs,11:00 AM,04:00 AM,11:00 AM,04:00 AM,Yes
1350,Harlem Public,3612 BroadwayNew York NY 10031,(212) 939-9404,American (New);Pubs,11:00 AM,03:00 AM,11:00 AM,02:00 AM,Yes
1351,Citizens of Chelsea,401 W 25th StNew York NY 10001,(646) 649-3079,Coffee & Tea;Breakfast & Brunch;Australian,08:00 AM,06:00 PM,08:00 AM,06:00 PM,Yes
1352,Lois,98 Loisaida AveNew York NY 10009,(212) 475-1400,Wine Bars,12:00 PM,12:00 AM,12:00 PM,11:00 PM,No
1353,Gourmet Fit,6819 3rd AveBrooklyn NY 11220,(347) 662-6821,American (Traditional);Breakfast & Brunch;Wine Bars,11:00 AM,11:00 PM,11:00 AM,08:00 PM,Yes
1354,Trattoria Zero Otto Nove,2357 Arthur AveBronx NY 10458,(718) 220-1027,Italian;Pizza,12:00 PM,11:00 PM,01:00 PM,09:00 PM,Yes
1355,Peacefood Cafe Downtown,41 E 11th StNew York NY 10003,(212) 979-2288,Coffee & Tea;Vegan;Gluten-Free,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
1356,PokéWave,35-07 BroadwayAstoria NY 11106,(917) 868-1084,Poke;Hawaiian,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
1357,Mahji,617 Grand StBrooklyn NY 11211,(917) 909-1353,Chicken Wings;Korean;Cocktail Bars,03:00 PM,12:00 AM,03:00 PM,11:00 PM,Yes
1358,Blind Tiger Ale House,281 Bleecker StNew York NY 10014,(212) 462-4682,American (Traditional);Pubs,11:30 AM,03:59 AM,11:30 AM,03:59 AM,No
1359,The Burgary,67 Clinton StNew York NY 10002,(212) 529-6900,Burgers,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
1360,Forno Rosso,327 Gold StDowntown Brooklyn NY 11201,(718) 451-3800,Italian;Pizza;Cocktail Bars,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
1361,Piccoli Trattoria,522 6th AveBrooklyn NY 11215,(718) 788-0066,Italian;Wine Bars;Breakfast & Brunch,11:00 AM,11:30 PM,11:00 AM,10:30 PM,Yes
1362,Russ & Daughters Cafe,127 Orchard StNew York NY 10002,(212) 475-4881,Bagels;Coffee & Tea;Delis,08:00 AM,10:00 PM,08:00 AM,10:00 PM,No
1363,Kavala Estiatorio,1007 50th AveLong Island City NY 11101,(718) 361-7802,Greek;Venues & Event Spaces,12:00 PM,10:30 PM,12:00 PM,10:30 PM,Yes
1364,Brooklyn Roasting Company,25 Jay StBrooklyn NY 11201,(718) 855-1000,Coffee & Tea,07:00 AM,07:00 PM,07:00 AM,07:00 PM,Yes
1365,Queens Comfort,3618 30th AveAstoria NY 11103,(718) 721-3800,Breakfast & Brunch;American (New);Comfort Food,10:00 AM,11:00 PM,10:00 AM,10:00 PM,Yes
1366,Gotan,20 W 46th StNew York NY 10036,(212) 300-4910,Cafes;Breakfast & Brunch;Coffee & Tea,09:00 AM,03:00 PM,09:00 AM,03:00 PM,Yes
1367,Cowan’s Public,229 Centre StNutley NJ 07110,(973) 542-8151,American (New);Pubs,12:00 PM,02:00 AM,12:00 PM,02:00 AM,No
1368,Veniero’s,342 E 11th StNew York NY 10003,(212) 674-7070,Bakeries;Desserts;Italian,08:00 AM,01:00 AM,08:00 AM,12:00 AM,Yes
1369,La Shuk,1569 Lexington AveNew York NY 10029,(212) 289-0089,Moroccan;Breakfast & Brunch;Middle Eastern,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
1370,Joe’s Italian Deli,685 E 187th StBronx NY 10458,(718) 367-7979,Delis;Caterers;Cheese Shops,08:30 AM,05:30 PM,08:30 AM,02:30 PM,Yes
1371,The Winslow,243 E 14th StNew York NY 10003,(212) 777-7717,Pubs;British;Cocktail Bars,11:00 AM,04:00 AM,11:00 AM,02:00 AM,Yes
1372,Rumba Cubana,1807 45th StNorth Bergen NJ 07047,(201) 553-9100,Cuban;Bars;Seafood,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
1373,Tavern 157,157-12 Northern BlvdFlushing NY 11354,(718) 886-7488,Wine Bars;Asian Fusion;Tapas/Small Plates,04:00 PM,03:00 AM,12:00 PM,02:00 AM,Yes
1374,Cha-An,230 E 9th StFl 2New York NY 10003,(212) 228-8030,Japanese;Tea Rooms,12:00 PM,12:00 AM,12:00 PM,10:00 PM,Yes
1375,Pye Boat Noodle,1711 Second AveNew York NY 10128,(212) 427-3077,Thai;Noodles,11:30 AM,11:00 PM,11:30 AM,10:30 PM,Yes
1376,Honest Chops Butchery,319 E 9th StNew York NY 10003,(212) 388-0762,Butcher;Halal;Organic Stores,12:00 PM,08:00 PM,12:00 PM,07:00 PM,Yes
1377,Bozu,296 Grand StBrooklyn NY 11211,(718) 384-7770,Japanese;Sushi Bars;Asian Fusion,05:00 PM,12:00 AM,05:00 PM,11:00 PM,Yes
1378,Patrizia’s,35 BroadwayBrooklyn NY 11249,(718) 218-9272,Pizza;Italian,11:00 AM,12:00 AM,11:00 AM,10:00 PM,Yes
1379,sam a.m,112 Morris StJersey City NJ 07302,(201) 432-2233,Cafes;Breakfast & Brunch,08:00 AM,03:30 PM,08:00 AM,03:30 PM,Yes
1380,Papa’s Kitchen,65-40 Woodside AveWoodside NY 11377,(347) 724-9586,Filipino,01:00 PM,11:00 PM,01:00 PM,07:00 PM,Yes
1381,Takahachi Bakery,25 Murray StNew York NY 10007,(212) 791-5550,Bakeries;Japanese;Coffee & Tea,09:00 AM,07:00 PM,09:00 AM,06:00 PM,Yes
1382,Laughing Man Coffee & Tea,184 Duane StNew York NY 10013,(212) 680-1111,Coffee & Tea,07:00 AM,07:00 PM,07:00 AM,07:00 PM,Yes
1383,Astoria Seafood,37-10 33rd StLong Island City NY 11101,(718) 392-2680,Seafood Markets;Seafood,09:00 AM,10:00 PM,CLOSED,CLOSED,Yes
1384,Pepe Rosso Social,173 Mott StNew York NY 10013,(212) 219-0019,Italian,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
1385,Delice & Sarrasin,20 Christopher StNew York NY 10014,(212) 243-7200,French;Vegan,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
1386,Grandchamps Kitchen & Market,197 Patchen AveBedford-Stuyvesant NY 11233,(718) 484-4880,Haitian;Sandwiches;Desserts,09:00 AM,10:00 PM,09:00 AM,10:00 PM,Yes
1387,Roberta’s,261 Moore StBrooklyn NY 11206,(718) 417-1118,Pizza;Italian,10:00 AM,12:00 AM,10:00 AM,12:00 AM,Yes
1388,Casa Enrique,5-48 49th AveLong Island City NY 11101,(347) 448-6040,Mexican,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
1389,Humboldt and Jackson,434 Humboldt StWilliamsburg NY 11211,(718) 349-3355,American (New);Venues & Event Spaces;Bars,05:00 PM,02:00 AM,05:00 PM,01:00 AM,No
1390,Travesias,3834 E Tremont AveBronx NY 10465,(718) 828-3834,Latin American,04:00 PM,12:00 AM,11:00 AM,11:00 PM,Yes
1391,Spring Shabu-Shabu,136-20 38th AveFl 2Flushing NY 11354,(718) 395-8076,Buffets;Hot Pot;Seafood,11:30 AM,10:00 PM,11:30 AM,10:00 PM,No
1392,Cronin & Phelan’s,38-14 BroadwayAstoria NY 11103,(718) 545-8999,Pubs;American (Traditional);Irish,08:00 AM,04:00 AM,08:00 AM,04:00 AM,Yes
1393,Saiguette,935 Columbus AveNew York NY 10025,(212) 866-8886,Vietnamese,11:30 AM,10:30 PM,11:30 AM,10:30 PM,Yes
1394,Watawa Sushi,33-10 Ditmars BlvdAstoria NY 11105,(718) 545-9596,Sushi Bars;Japanese;Wine Bars,11:30 AM,12:00 AM,12:30 PM,11:00 PM,Yes
1395,The Summit Bar,133 Avenue CNew York NY 10009,(347) 465-7911,Cocktail Bars;American (New),05:00 PM,03:00 AM,05:00 PM,02:00 AM,No
1396,Mother Earth,116-03 Metropolitan AveRichmond Hill NY 11418,(347) 494-5485,Juice Bars & Smoothies;Caribbean,09:30 AM,08:00 PM,CLOSED,CLOSED,Yes
1397,Malatesta Trattoria,649 Washington StNew York NY 10014,(212) 741-1207,Italian,12:00 PM,11:30 PM,12:00 PM,10:30 PM,Yes
1398,Jaew Hon New York,71-30 Roosevelt AveJackson Heights NY 11372,(347) 935-3085,Thai;Hot Pot,06:00 PM,02:00 AM,06:00 PM,02:00 AM,No
1399,Puerto Viejo,564 Grand AveBrooklyn NY 11238,(718) 398-3758,Dominican,10:30 AM,11:00 PM,CLOSED,CLOSED,Yes
1400,Subject,188 Suffolk StNew York NY 10002,(646) 422-7898,Cocktail Bars,05:00 PM,03:59 AM,05:00 PM,02:00 AM,No
1401,Sweet Chick,164 Bedford AveBrooklyn NY 11211,(347) 725-4793,Southern;Breakfast & Brunch;American (Traditional),10:00 AM,02:00 AM,10:00 AM,02:00 AM,Yes
1402,Juke Bar,196 2nd AveNew York NY 10003,(212) 228-7464,Bars,05:00 PM,04:00 AM,05:00 PM,02:00 AM,No
1403,PMF Pardon My French,103 Ave BNew York NY 10009,(212) 358-9683,French;Cocktail Bars;Breakfast & Brunch,11:00 AM,04:00 AM,11:00 AM,02:00 AM,Yes
1404,Raclette,511 E 12th StNew York NY 10009,(917) 853-5377,Sandwiches;French,11:00 AM,11:30 PM,11:00 AM,09:30 PM,Yes
1405,Gelso & Grand,186 Grand StNew York NY 10013,(212) 226-1600,Italian;Pasta Shops;Pizza,11:30 AM,02:00 AM,11:30 AM,01:00 AM,Yes
1406,Kashkaval Garden,852 9th AveNew York NY 10019,(212) 245-1758,Mediterranean;Fondue;Tapas Bars,11:00 AM,02:00 AM,11:00 AM,11:00 PM,Yes
1407,Bono Trattoria,3658 BroadwayNew York NY 10031,(646) 682-9249,Pizza;Italian,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
1408,Kaia Wine Bar,1614 3rd AveNew York NY 10128,(212) 722-0490,Wine Bars;African;Tapas Bars,04:00 PM,12:30 AM,04:00 PM,11:00 PM,Yes
1409,Urbanspace Vanderbilt,230 Park AveNew York NY 10169,(646) 747-0810,Food Court,09:00 AM,05:00 PM,09:00 AM,05:00 PM,Yes
1410,Good Stock,230 Park AveNew York NY 10169,(646) 747-0804,Soup,11:00 AM,05:00 PM,11:00 AM,05:00 PM,Yes
1411,St. Mazie,345 Grand St WilliamsburgBrooklyn NY 11211,(718) 384-4807,Bars;Comfort Food;Music Venues,12:00 PM,04:00 AM,12:00 PM,02:30 AM,Yes
1412,Esme,999 Manhattan AveGreenpoint NY 11222,(718) 383-0999,American (New);Breakfast & Brunch;Cocktail Bars,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
1413,Topaz Noodle Bar,129 W 56th StNew York NY 10019,(212) 247-2277,Thai,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
1414,Clinton Street Baking Company,4 Clinton StNew York NY 10002,(646) 602-6263,Bakeries;Breakfast & Brunch;American (Traditional),09:00 AM,11:00 PM,09:00 AM,06:00 PM,Yes
1415,ME Casa Restaurant and Catering,356 Varick StJersey City NJ 07302,(201) 706-2242,Latin American;Puerto Rican,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
1416,The Mermaid Inn,570 Amsterdam AveNew York NY 10024,(212) 799-7400,Seafood;Breakfast & Brunch;Sandwiches,11:00 AM,10:30 PM,11:00 AM,10:00 PM,No
1417,Clover Club,210 Smith StBrooklyn NY 11201,(718) 855-7939,Lounges;American (Traditional),10:30 AM,04:00 AM,10:30 AM,01:00 AM,No
1418,Anthony’s Butcher & Deli,7324 3rd AveBrooklyn NY 11209,(718) 748-4184,Butcher;Delis,08:00 AM,07:00 PM,08:00 AM,05:00 PM,Yes
1419,Denino’s Pizzeria Tavern,524 Port Richmond AveStaten Island NY 10302,(718) 442-9401,Pizza;Italian;Chicken Wings,11:00 AM,11:45 PM,11:00 AM,11:00 PM,Yes
1420,Au Jus,1762 1st AveNew York NY 10128,(646) 476-3580,Sandwiches;Salad;Diners,11:00 AM,10:00 PM,12:00 PM,09:00 PM,Yes
1421,Devocion,69 Grand StWilliamsburg NY 11249,(718) 285-6180,Coffee & Tea;Cafes,08:00 AM,07:00 PM,08:00 AM,07:00 PM,Yes
1422,The Meatball Shop,84 Stanton StNew York NY 10002,(212) 982-8895,Italian;American (Traditional),11:30 AM,04:00 AM,11:30 AM,02:00 AM,Yes
1423,John’s of Bleecker Street,278 Bleecker StNew York NY 10014,(212) 243-1680,Pizza,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
1424,Errigo’s,502 Bay StStaten Island NY 10304,(718) 981-5111,Italian;Bars,11:00 AM,10:00 PM,11:00 AM,08:00 PM,Yes
1425,Everybody Eats,294 3rd AveBrooklyn NY 11215,(718) 369-7444,Bakeries;Gluten-Free;Patisserie/Cake Shop,10:00 AM,05:00 PM,CLOSED,CLOSED,No
1426,Made by Pauline,Macy's Herald SquareNew York NY 10001,(212) 494-1003,Macarons;Coffee & Tea,10:00 AM,08:00 PM,11:00 AM,07:00 PM,Yes
1427,Hahm Ji Bach,40-11 149th PlFlushing NY 11355,(718) 460-9289,Korean,OPEN 24 HOURS,OPEN 24 HOURS,SAT,11:00 PM,Yes
1428,Shanghai Asian Manor,21 Mott StNew York NY 10013,(212) 766-6311,Shanghainese,11:00 AM,10:00 PM,11:00 AM,09:00 PM,Yes
1429,Patrizia’s Pizza and Pasta,462-466 2nd AveNew York NY 10016,(212) 597-9999,Italian;Pizza;Caterers,11:00 AM,12:00 AM,12:00 PM,10:00 PM,Yes
1430,La Isla Restaurant,104 Washington StHoboken NJ 07030,(201) 659-8197,Cuban,07:00 AM,10:00 PM,10:00 AM,09:00 PM,Yes
1431,Yemen Cafe & Restaurant,7130 5th AveBrooklyn NY 11209,(718) 745-8000,Middle Eastern;Cafes;Arabian,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
1432,PuTawn Local Thai Kitchen,1st Avenue ( 82 & 83 St)1584New York NY 10028,(212) 988-8800,Thai,11:30 AM,11:00 PM,11:30 AM,10:30 PM,Yes
1433,SkyIce Sweet & Savory,63 5th AveBrooklyn NY 11217,(718) 230-0910,Ice Cream & Frozen Yogurt;Thai,12:00 PM,11:00 PM,12:00 PM,10:30 PM,Yes
1434,Hot N Juicy Crawfish,243 W 14th StNew York NY 10011,(646) 682-9492,Cajun/Creole;Seafood,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
1435,Momo Sushi Shack,43 Bogart StBrooklyn NY 11206,(718) 418-6666,Japanese;Sushi Bars;Asian Fusion,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
1436,TongKatsu,137 Rivington StNew York NY 10002,(212) 254-3246,Japanese;Asian Fusion;Comfort Food,12:00 PM,02:00 AM,CLOSED,CLOSED,Yes
1437,Lido,2168 Frederick Douglass BlvdNew York NY 10026,(646) 490-8575,Italian;Breakfast & Brunch;Cocktail Bars,10:30 AM,11:00 PM,10:30 AM,10:00 PM,Yes
1438,St Gambrinus Beer Shoppe,533 Atlantic AveBrooklyn NY 11217,(347) 763-2261,Beer Wine & Spirits;Beer Bar,12:00 PM,01:00 AM,12:00 PM,11:00 PM,No
1439,Da Franco & Tony Ristorante,2815 Middletown RdBronx NY 10461,(718) 684-2815,Italian,12:00 PM,11:00 PM,01:00 PM,10:00 PM,Yes
1440,Red Bamboo,140 W 4th StNew York NY 10012,(212) 260-1212,Vegetarian;Soul Food;Vegan,12:00 PM,11:30 PM,12:00 PM,11:00 PM,Yes
1441,Westville - West,210 W 10th StNew York NY 10014,(212) 741-7971,American (Traditional);Comfort Food;Vegetarian,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
1442,Maison Pickle,2313 BroadwayNew York NY 10024,(212) 496-9100,Cocktail Bars;Comfort Food;Sandwiches,09:00 AM,04:00 AM,11:00 AM,02:00 AM,Yes
1443,Double Zero,65 2nd AveNew York NY 10003,(212) 777-1608,Pizza;Vegan;Wine Bars,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
1444,Marcha Cocina,4055 BroadwayNew York NY 10032,(212) 928-8272,Tapas Bars;Tapas/Small Plates;Spanish,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
1445,Krolewskie Jadlo,694 Manhattan AveBrooklyn NY 11222,(718) 383-8993,Polish,12:00 PM,10:00 PM,12:00 PM,10:00 PM,Yes
1446,Soup Dumpling Plus,1550 Lemoine AveSte 109Fort Lee NJ 07024,(201) 944-0901,Shanghainese,11:00 AM,10:30 PM,11:00 AM,10:00 PM,Yes
1447,Uva,1486 2nd AveNew York NY 10075,(212) 472-4552,Italian;Wine Bars,11:00 AM,02:00 AM,11:00 AM,01:00 AM,Yes
1448,Keuka Kafe a Wine Bar,112-04 Queens BlvdForest Hills NY 11375,(718) 880-1478,American (New);Sandwiches;Wine Bars,12:00 PM,12:00 AM,12:00 PM,10:00 PM,Yes
1449,El Gallo Taqueria,214 Highlawn AveBrooklyn NY 11223,(917) 668-2332,Tex-Mex;New Mexican Cuisine;Mexican,10:00 AM,12:00 AM,10:00 AM,12:00 AM,Yes
1450,DiWine,41-15 31st AveAstoria NY 11103,(718) 777-1355,American (New),11:00 AM,04:00 AM,11:00 AM,02:00 AM,Yes
1451,Wine Escape,405 W 44th StNew York NY 10036,(212) 262-7000,Wine Bars,03:30 PM,12:00 AM,03:30 PM,12:00 AM,No
1452,4th Avenue Pub,76 4th AveBrooklyn NY 11217,(718) 643-2273,Pubs;Beer Gardens;Beer Bar,01:00 PM,04:00 AM,01:00 PM,04:00 AM,No
1453,Boucherie - Park Ave South,225 Park Ave SNew York NY 10003,(800) 437-6189,Steakhouses;French;Cocktail Bars,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
1454,Lolo’s Seafood Shack,303 W 116th StNew York NY 10026,(646) 649-3356,Seafood;Sandwiches;Bars,12:00 PM,10:00 PM,12:00 PM,09:00 PM,Yes
1455,BLVD Bistro,239 Lenox AveNew York NY 10027,(212) 678-6200,American (Traditional);Soul Food,09:00 AM,11:00 PM,10:00 AM,06:00 PM,Yes
1456,Hobby’s Delicatessen & Restaurant,32 Branford PlNewark NJ 07102,(973) 623-0410,Delis,11:00 AM,03:00 PM,CLOSED,CLOSED,Yes
1457,Ootoya Times Square,141 W 41st StNew York NY 10036,(212) 704-0833,Japanese,11:30 AM,10:30 PM,11:30 AM,10:30 PM,No
1458,Jun-Men Ramen Bar,249 9th AveNew York NY 10001,(646) 852-6787,Ramen,11:30 AM,11:00 PM,CLOSED,CLOSED,Yes
1459,Zundo-Ya,84 E 10th StNew York NY 10003,(917) 639-3549,Ramen,11:30 AM,10:30 PM,05:00 PM,09:30 PM,No
1460,Beer Culture,328 W 45th StNew York NY 10036,(646) 590-2139,Beer Bar,12:00 PM,02:00 AM,12:00 PM,02:00 AM,No
1461,La Colombe Coffee,319 Church StNew York NY 10013,(212) 343-1515,Coffee & Tea,08:30 AM,06:30 PM,08:30 AM,06:30 PM,Yes
1462,Crema BK,182 Driggs AveBrooklyn NY 11222,(347) 457-5363,Coffee & Tea,08:00 AM,05:00 PM,08:00 AM,05:00 PM,Yes
1463,Westville - East,173 Ave ANew York NY 10009,(212) 677-2033,American (Traditional);Beer Bar;Bakeries,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
1464,Passage Irish Bar and Kitchen,40-11 30th AveAstoria NY 11103,(917) 832-6680,Irish;Cocktail Bars,10:30 AM,04:00 AM,10:30 AM,04:00 AM,Yes
1465,Krug’s Tavern,118 Wilson AveNewark NJ 07105,(973) 465-9795,Dive Bars;Burgers,11:00 AM,12:00 AM,12:00 PM,11:00 PM,Yes
1466,Pokéworks,63 W 37th StNew York NY 10018,(212) 575-8881,Hawaiian;Seafood;Poke,11:00 AM,08:00 PM,11:00 AM,08:00 PM,Yes
1467,City of Saints Coffee Roasters,79 E 10th StNew York NY 10003,(646) 590-1624,Coffee & Tea,08:00 AM,06:00 PM,09:00 AM,05:00 PM,Yes
1468,De Mole,4502 48th AveWoodside NY 11377,(718) 392-2161,Mexican,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
1469,East Harbor Seafood Palace,714 65th StBrooklyn NY 11220,(718) 765-0098,Dim Sum;Cantonese;Seafood,09:00 AM,10:30 PM,09:00 AM,10:30 PM,Yes
1470,Il Corallo Trattoria,176 Prince StNew York NY 10012,(212) 941-7119,Italian;Pizza,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
1471,Pippali,129 E 27th StNew York NY 10016,(212) 689-1999,Indian,12:00 PM,11:00 PM,12:00 PM,10:30 PM,Yes
1472,Saluggi’s,325 Church StNew York NY 10013,(212) 226-7900,Pizza;Italian,11:00 AM,11:00 PM,12:00 PM,10:00 PM,Yes
1473,Daily Provisions,103 E 19th StNew York NY 10003,(212) 488-1505,Cafes;Bakeries;Sandwiches,08:00 AM,09:00 PM,08:00 AM,09:00 PM,Yes
1474,Landi’s Pork Store,5909 Ave NBrooklyn NY 11234,(718) 763-3230,Meat Shops;Delis,08:00 AM,06:00 PM,09:00 AM,02:00 PM,Yes
1475,Cafe Hanamizuki,143 W 29th StNew York NY 10001,(212) 695-5533,Cafes,11:00 AM,06:00 PM,CLOSED,CLOSED,Yes
1476,Blank Slate Coffee + Kitchen,121 Madison AveNew York NY 10016,(212) 683-7800,Coffee & Tea;Breakfast & Brunch;Bars,07:30 AM,07:00 PM,07:30 AM,07:00 PM,Yes
1477,Brookvin,381 7th AveBrooklyn NY 11215,(718) 768-9463,Wine Bars;Tapas Bars,03:00 PM,12:00 AM,03:00 PM,11:00 PM,No
1478,Kraverie,24 Mercer StJersey City NJ 07302,(201) 737-5877,Korean;Creperies;Breakfast & Brunch,11:00 AM,09:30 PM,11:00 AM,05:00 PM,Yes
1479,Cask Bar & Kitchen,167 E 33rd StNew York NY 10016,(212) 300-4924,Bars;American (New);Breakfast & Brunch,11:30 AM,03:59 AM,11:30 AM,02:00 AM,Yes
1480,Hogshead Tavern,126 Hamilton PlNew York NY 10031,(212) 234-1154,Wine Bars;American (Traditional);Beer Bar,12:00 PM,04:00 AM,12:00 PM,04:00 AM,Yes
1481,La Masa,1000 Morris Park AveBronx NY 10462,(718) 822-8400,Colombian;Empanadas,09:00 AM,11:00 PM,09:00 AM,11:00 PM,Yes
1482,BAM - Brooklyn Academy of Music,30 Lafayette AveBrooklyn NY 11217,(718) 636-4100,Performing Arts;Cinema;Cafes,01:30 PM,11:30 PM,01:30 PM,11:30 PM,No
1483,Cafe de Cupping,150-17 Northern BlvdFlushing NY 11354,(718) 909-0777,Coffee & Tea;Desserts,09:00 AM,10:00 PM,09:00 AM,10:00 PM,Yes
1484,Fatty’s Cafe,45-17 28th AveAstoria NY 11103,(718) 267-7071,Breakfast & Brunch;Latin American;Bars,11:00 AM,01:00 AM,11:00 AM,01:00 AM,Yes
1485,Nargis Cafe,2818 Coney Island AveBrooklyn NY 11235,(718) 872-7888,Middle Eastern;Russian;Uzbek,11:00 AM,01:00 AM,11:00 AM,11:00 PM,Yes
1486,Giano Restaurant,126 E 7th StNew York NY 10009,(212) 673-7200,Italian,05:30 PM,11:00 PM,05:30 PM,10:30 PM,Yes
1487,The Farm On Adderley,1108 Cortelyou RdBrooklyn NY 11218,(718) 287-3101,American (New);Breakfast & Brunch;Cocktail Bars,10:30 AM,11:30 PM,10:30 AM,10:00 PM,Yes
1488,Ceetay,129 Alexander AveBronx NY 10454,(718) 618-7020,Sushi Bars;Asian Fusion;Thai,04:00 PM,10:00 PM,04:00 PM,10:00 PM,Yes
1489,Shake Shack,366 Columbus AveNew York NY 10024,(646) 747-8770,Burgers;American (New),10:30 AM,11:00 PM,10:30 AM,11:00 PM,Yes
1490,Mekelburg’s,293 Grand AveBrooklyn NY 11238,(718) 399-2337,Specialty Food;American (New);Bars,10:00 AM,04:00 AM,10:00 AM,02:00 AM,Yes
1491,Il Posto Accanto,190 E 2nd StNew York NY 10009,(212) 228-3562,Italian;Wine Bars,12:00 PM,03:00 AM,12:00 PM,01:00 AM,No
1492,Masha and The Bear,771 Grand StBrooklyn NY 11211,(718) 384-5000,Russian,12:00 PM,01:00 AM,12:00 PM,11:00 PM,Yes
1493,Angkor Cambodian Bistro,408 E 64th StNew York NY 10065,(212) 758-2111,Cambodian;Salad;Seafood,12:00 PM,11:00 PM,04:30 PM,10:30 PM,Yes
1494,Caffe Vita Lower East Side,124 Ludlow StNew York NY 10002,(212) 260-8482,Coffee & Tea,08:00 AM,09:00 PM,08:00 AM,09:00 PM,Yes
1495,Cherry Point,664 Manhattan AveBrooklyn NY 11222,(718) 389-3828,American (New);Seafood;Cocktail Bars,11:00 AM,12:00 AM,11:00 AM,10:00 PM,No
1496,Brooklyn Star,593 Lorimer StBrooklyn NY 11211,(718) 599-9899,Southern;Bars,11:00 AM,02:00 AM,11:00 AM,02:00 AM,Yes
1497,Mike’s Deli Arthur Avenue,2344 Arthur AveBronx NY 10458,(718) 295-5033,Caterers;Delis;Pasta Shops,07:00 AM,09:00 PM,10:00 AM,06:00 PM,Yes
1498,Desert Rain Lounge,107-29 Metropolitan AveForest Hills NY 11375,(347) 518-4349,Lounges;Hookah Bars,04:00 PM,04:00 AM,04:00 PM,03:00 AM,No
1499,Kazza Wine Bar,708 W 177th StNew York NY 10033,(646) 863-2447,Wine Bars,11:00 AM,02:00 AM,11:00 AM,12:00 AM,No
1500,Sunita Bar,106 Norfolk StNew York NY 10002,(212) 253-8860,Bars,06:00 PM,04:00 AM,CLOSED,CLOSED,No
1501,Excuse My French,96 Orchard StNew York NY 10002,(212) 780-9600,Bars;Tapas Bars;French,05:00 PM,02:00 AM,02:00 PM,10:00 PM,No
