,Unnamed: 0,_id,ltable_Id,rtable_Id,ltable_Name,ltable_Street,ltable_Address,ltable_Cuisines,ltable_Take Out,rtable_Name,rtable_Street,rtable_Address,rtable_Cuisines,rtable_Take Out,label
582,1587,1587,3808,2365,jubilee,948 1st ave ,"948 1st ave new york city, ny 10022-6471",French;European;Vegetarian Friendly,No,jubilee,948 1st ave,948 1st avenew york ny 10022,French,Yes,1
169,441,441,1076,1700,hudson eats,225 liberty st ,"225 liberty st new york city, ny 10281-1048",Japanese;American;Fast Food,Yes,tartinery hudson eats,225 liberty st,225 liberty stnew york ny 10281,French,Yes,1
305,801,801,2032,1612,the brindle room,277 e 10th st ,"277 e 10th st new york city, ny 10009-4825",American,Yes,brindle room,277 e 10th st,277 e 10th stnew york ny 10009,American (New);Bars;Breakfast & Brunch,Yes,1
373,1023,1023,2625,1944,blossom vegan restaurant,187 9th ave ,"187 9th ave new york city, ny 10011-4906",American;Vegetarian Friendly;Vegan Options,Yes,blossom,187 9th ave,187 9th avenew york ny 10011,Vegetarian;Vegan,Yes,1
227,609,609,1543,1430,la isla restaurant,"104 washington st hoboken, nj 07030-460","104 washington st hoboken, nj 07030-4604",Caribbean;Latin;Spanish,Yes,la isla restaurant,104 washington sthoboken ,104 washington sthoboken nj 07030,Cuban,Yes,1
143,382,382,956,2796,tevere kosher cuisine of rome,155 e 84th st ,"155 e 84th st new york city, ny 10028-2060",Italian;Kosher,No,tevere,155 e 84th st,155 e 84th stnew york ny 10028,Italian;Kosher,Yes,1
180,472,472,1154,2117,the bar downstairs,485 5th ave ,"485 5th ave new york city, ny 10017-6149",Bar,No,the bar downstairs,485 5th ave,485 5th avenew york ny 10018,Lounges;Tapas/Small Plates;Cocktail Bars,No,1
131,343,343,856,2178,abc cocina,38 e 19th st ,"38 e 19th st new york city, ny 10003",Mexican;Latin;Spanish,No,abc cocina,38 e 19th st,38 e 19th stnew york ny 10003,Tapas/Small Plates;Cocktail Bars;Spanish,No,1
47,119,119,304,414,patzeria perfect pizza,231 w 46th st ,"231 w 46th st new york city, ny 10036-1409",Italian;Pizza;Fast Food,Yes,patzeria perfect pizza,231 w 46th st,231 w 46th stnew york ny 10036,Pizza;Diners,Yes,1
324,854,854,2191,2875,hale and hearty soup,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",Soups;Vegetarian Friendly,Yes,bar sixtyfive,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,Cocktail Bars;Venues & Event Spaces;American (New),No,0
203,529,529,1322,2177,aldo sohm wine bar,151 w 51st st ,"151 w 51st st new york city, ny 10019-6019",Wine Bar,No,aldo sohm wine bar,151 w 51st st,151 w 51st stnew york ny 10019,Wine Bars;French;American (New),No,1
84,232,232,595,1815,mighty quinn's barbeque,75 greenwich ave ,"75 greenwich ave new york city, ny 10014-2226",American;Barbecue,Yes,roasting plant,75 greenwich ave,75 greenwich avenew york ny 10014,Coffee & Tea,Yes,0
398,1080,1080,2741,2596,per se,10 columbus cir ,"10 columbus cir new york city, ny 10019-1158",French;American;Vegetarian Friendly,No,landmarc,10 columbus cirfl 3,10 columbus cirfl 3new york ny 10019,Breakfast & Brunch;American (New);Bars,Yes,0
91,243,243,627,1700,dos toros taqueria,225 liberty st ,"225 liberty st new york city, ny 10281-1048",,No,tartinery hudson eats,225 liberty st,225 liberty stnew york ny 10281,French,Yes,0
82,229,229,588,2434,simon sips,1185 avenue of the americas ,"1185 avenue of the americas new york city, ny 10036-2601",,No,stk midtown,1114 avenue of the americas,1114 avenue of the americasnew york ny 10036,Steakhouses;American (New);Cocktail Bars,No,0
430,1154,1154,2873,2299,viceversa,325 w 51st st ,"325 w 51st st new york city, ny 10019-6424",Italian;Vegetarian Friendly;Gluten Free Options,No,viceversa,325 w 51st st,325 w 51st stnew york ny 10019,Italian,No,1
119,314,314,768,2964,dominique bistro,14 christopher st ,"14 christopher st new york city, ny 10014-3523",French;European;Wine Bar,Yes,omakase room by tatsu,14 christopher st,14 christopher stnew york ny 10014,Sushi Bars;Japanese,No,1
291,767,767,1951,2542,butter midtown,70 w 45th st ,"70 w 45th st new york city, ny 10036-4202",American;Vegetarian Friendly;Vegan Options,No,butter midtown,70 w 45th st,70 w 45th stnew york ny 10036,American (New),Yes,1
57,143,143,360,1311,piacere,351 broome st ,"351 broome st new york city, ny 10013-4236",Italian;Pizza;Vegetarian Friendly,Yes,piacere,351 broome st,351 broome stnew york ny 10013,Pizza;Italian,Yes,1
321,843,843,2167,2982,48 lounge,1221 avenue of the americas ,"1221 avenue of the americas new york city, ny 10020-1001",American;Bar;Spanish,No,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,Steakhouses,No,0
257,685,685,1798,1350,harlem public,3612 broadway ,"3612 broadway new york city, ny 10031-3219",American;Bar;Pub,No,harlem public,3612 broadway,3612 broadwaynew york ny 10031,American (New);Pubs,Yes,1
574,1571,1571,3783,213,friedman's lunch,75 9th ave ,"75 9th ave new york city, ny 10011-7006",American;Vegetarian Friendly;Vegan Options,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,Coffee & Tea;Cafes,Yes,0
442,1197,1197,2982,3013,chopt,225 liberty st ,"225 liberty st new york city, ny 10281-1048",,No,l’appart,225 liberty st,225 liberty stnew york ny 10281,French,No,0
42,106,106,276,2357,the sea grill,19 w 49th st ,"19 w 49th st new york city, ny 10020-2206",American;Seafood;Soups,No,the sea grill,19 w 49th st,19 w 49th stnew york ny 10020,Seafood;American (New);Sushi Bars,Yes,1
388,1061,1061,2694,1102,izakaya mew,53 w 35th st ,"53 w 35th st new york city, ny 10001-2219",Japanese;Sushi;Asian,Yes,izakaya mew,53 w 35th st,53 w 35th stnew york ny 10001,Tapas Bars;Sushi Bars;Izakaya,Yes,1
335,882,882,2248,2382,garden deli,801 avenue of the americas ,"801 avenue of the americas new york city, ny 10001-6311",,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,Lounges;Venues & Event Spaces,No,0
273,722,722,1873,424,crif dogs,113 saint marks pl ,"113 saint marks pl new york city, ny 10009-5161",American;Fast Food,Yes,crif dogs,113 saint marks pl,113 saint marks plnew york ny 10009,Hot Dogs;American (New),Yes,1
488,1316,1316,3163,1114,harney & sons soho,433 broome st ,"433 broome st new york city, ny 10013-2622",,No,harney & sons soho,433 broome stground fl,433 broome stground flnew york ny 10013,Coffee & Tea,Yes,1
550,1500,1500,3587,2577,august,791 lexington ave ,"791 lexington ave new york city, ny 10065-8162",American;Gluten Free Options;Vegetarian Friendly,No,august,791 lexington ave,791 lexington avenew york ny 10065,American (Traditional);Cocktail Bars,No,1
53,133,133,346,859,peter dillon's,130 e 40th st ,"130 e 40th st new york city, ny 10016-0941",Pub,No,peter dillon’s,130 e 40th st,130 e 40th stnew york ny 10016,Irish Pub;Beer Bar,No,1
567,1547,1547,3710,587,downtown bakery,69 1st ave ,"69 1st ave new york city, ny 10003-9417",Mexican,No,downtown bakery,69 1st ave,69 1st avenew york ny 10003,Mexican,Yes,1
128,332,332,816,1939,rocco steakhouse,72 madison ave ,"72 madison ave new york city, ny 10016-8731",Italian;Seafood;American,No,rocco steakhouse,72 madison ave,72 madison avenew york ny 10016,American (Traditional);Steakhouses;Seafood,Yes,1
28,72,72,180,3146,marea,240 central park s ,"240 central park s new york city, ny 10019-1457",Italian;Seafood;Mediterranean,No,bobby van’s cps,40 central park s,40 central park snew york ny 10019,Steakhouses;American (New),Yes,1
183,477,477,1170,1611,safari restaurant,219 w 116th st ,"219 w 116th st new york city, ny 10026-2851",African,No,safari restaurant nyc,219 w 116th st,219 w 116th stnew york ny 10026,African,Yes,1
459,1233,1233,3030,1087,filaga pizzeria e rosticerria siciliana,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Italian;Pizza;Fast Food,Yes,chelsea market,75 9th ave,75 9th avenew york ny 10011,Public Markets,No,0
510,1386,1386,3318,3013,blue ribbon sushi bar - hudson eats,225 liberty st ,"225 liberty st new york city, ny 10281-1048",Japanese;Sushi;Asian,Yes,l’appart,225 liberty st,225 liberty stnew york ny 10281,French,No,0
151,399,399,995,2822,bouley at home,31 w 21st st ,"31 w 21st st new york city, ny 10010-7044",French;Japanese,No,bouley at home,31 w 21st st,31 w 21st stnew york ny 10010,American (New),No,1
244,646,646,1653,1361,piccoli trattoria,"522 6th ave brooklyn, ny 11215-677","522 6th ave brooklyn, ny 11215-6776",Italian;Gluten Free Options;Vegetarian Friendly,No,piccoli trattoria,522 6th avebrooklyn ,522 6th avebrooklyn ny 11215,Italian;Wine Bars;Breakfast & Brunch,Yes,1
543,1482,1482,3540,1872,hell's kitchen,754 9th ave ,"754 9th ave new york city, ny 10019-8419",American;Vegetarian Friendly;Vegan Options,Yes,hell’s kitchen,754 9th ave,754 9th avenew york ny 10019,Mexican;Cocktail Bars,Yes,1
544,1484,1484,3549,2316,the leopard at des artistes,1 w 67th st ,"1 w 67th st new york city, ny 10023-6200",Italian;European;Mediterranean,Yes,the leopard at des artistes,1 w 67th st,1 w 67th stnew york ny 10023,Italian,Yes,1
265,700,700,1826,3119,fred's at barneys new york,660 madison ave ,"660 madison ave new york city, ny 10065-8405",American;Vegetarian Friendly;Vegan Options,No,freds madison avenue,660 madison avefl 9,660 madison avefl 9new york ny 10065,American (New);Breakfast & Brunch,Yes,1
288,764,764,1940,1890,freda's,993 columbus ave ,"993 columbus ave new york city, ny 10025-2502",Caribbean;Jamaican,Yes,freda’s caribbean & soul cuisine,993 columbus ave,993 columbus avenew york ny 10025,Caribbean;Soul Food,Yes,1
423,1139,1139,2844,1961,minetta tavern,113 macdougal st ,"113 macdougal st new york city, ny 10012-1201",American;Bar,No,minetta tavern,113 macdougal st,113 macdougal stnew york ny 10012,French;American (New);Breakfast & Brunch,No,1
147,389,389,979,2903,sparks steak house,210 e 46th st ,"210 e 46th st new york city, ny 10017-2903",American;Steakhouse;Gluten Free Options,No,sparks steak house,210 e 46th st,210 e 46th stnew york ny 10017,Steakhouses,No,1
177,464,464,1128,2731,megu,355 w 16th st ,"355 w 16th st new york city, ny 10011-5902",Japanese;Sushi;Asian,Yes,megu,355 w 16th st,355 w 16th stnew york ny 10011,Japanese,Yes,1
99,269,269,667,216,taim nolita,45 spring st ,"45 spring st new york city, ny 10012-4106",Middle Eastern;Israeli;Fast Food,Yes,taim nolita,45 spring st,45 spring stnew york ny 10012,Falafel,Yes,1
448,1209,1209,3001,1701,candle cafe west,2427 broadway ,"2427 broadway new york city, ny 10024-1706",Vegetarian Friendly;Vegan Options;Gluten Free Options,Yes,candle cafe west,2427 broadway,2427 broadwaynew york ny 10024,Cafes,Yes,1
431,1158,1158,2875,2631,manzo,200 5th ave ,"200 5th ave new york city, ny 10010-3302",Italian,No,il pesce,200 5th ave,200 5th avenew york ny 10010,Seafood;Italian,No,0
115,310,310,755,2382,2 bros pizza - chelsea area,601 avenue of the americas ,"601 avenue of the americas new york city, ny 10011-2025",Pizza;Fast Food,Yes,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,Lounges;Venues & Event Spaces,No,0
72,180,180,449,2897,torishin,362 w 53rd st ,"362 w 53rd st new york city, ny 10019-5940",Japanese;Asian,No,torishin,362 w 53rd st,362 w 53rd stnew york ny 10019,Japanese,Yes,1
537,1470,1470,3516,2458,blue fin,1567 broadway ,"1567 broadway new york city, ny 10036-1517",Japanese;American;Seafood,No,blue fin,1567 broadway,1567 broadwaynew york ny 10036,Sushi Bars;Seafood,Yes,1
174,459,459,1112,3159,the skylark,200 w 39th st fl 30 ,"200 w 39th st fl 30 new york city, ny 10018-8242",American;Bar,No,the skylark,200 w 39th stfl 30,200 w 39th stfl 30new york ny 10018,Cocktail Bars;Venues & Event Spaces,No,1
87,236,236,602,2193,bacaro,136 division st ,"136 division st new york city, ny 10002-6129",Italian,No,bacaro,136 division st,136 division stnew york ny 10002,Italian;Wine Bars;Cocktail Bars,Yes,1
551,1502,1502,3594,841,l & m delicatessen & grocery,80 7th ave ,"80 7th ave new york city, ny 10011-6646",Delicatessen;Grill;Vegetarian Friendly,Yes,l & m delicatessen & catering,80 7th ave,80 7th avenew york ny 10011,Delis;Grocery;Salad,Yes,1
486,1313,1313,3157,2982,shu han ju,465 avenue of the americas ,"465 avenue of the americas new york city, ny 10011-8450",Chinese;Asian,Yes,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,Steakhouses,No,0
314,821,821,2093,3158,brasserie ruhlmann,45 rockefeller plz ,"45 rockefeller plz new york city, ny 10111-0100",French;Vegetarian Friendly;Gluten Free Options,Yes,brasserie ruhlmann,45 rockefeller plz,45 rockefeller plznew york ny 10111,French;Brasseries,Yes,1
396,1077,1077,2740,1100,luke's lobster east village,93 e 7th st ,"93 e 7th st new york city, ny 10009-5702",American;Seafood;Fast Food,Yes,luke’s lobster east village,93 e 7th st,93 e 7th stnew york ny 10009,Seafood,Yes,1
472,1268,1268,3092,213,beyond sushi,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Healthy;Fast Food;Sushi,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,Coffee & Tea;Cafes,Yes,0
70,176,176,445,2541,sant ambroeus,259 w 4th st ,"259 w 4th st new york city, ny 10014-3205",Italian;European;Vegetarian Friendly,No,sant ambroeus west village,259 w 4th st,259 w 4th stnew york ny 10014,Italian;Desserts;Coffee & Tea,Yes,1
277,735,735,1910,1169,capizzi,547 9th ave ,"547 9th ave new york city, ny 10018-1324",Italian;Pizza;Vegetarian Friendly,Yes,capizzi,547 9th ave,547 9th avenew york ny 10018,Pizza,Yes,1
9,26,26,87,622,kung fu tea,73 chrystie st ,"73 chrystie st new york city, ny 10002-5034",Cafe,No,kung fu tea,73 chrystie st,73 chrystie stnew york ny 10002,Coffee & Tea;Bubble Tea;Juice Bars & Smoothies,Yes,1
359,970,970,2533,2434,bluestone lane,1114 avenue of the americas ,"1114 avenue of the americas new york city, ny 10036-7703",Cafe;Australian;Vegan Options,Yes,stk midtown,1114 avenue of the americas,1114 avenue of the americasnew york ny 10036,Steakhouses;American (New);Cocktail Bars,No,0
192,497,497,1213,2876,lennys thirty rock,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",,No,rainbow room,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,American (New);Venues & Event Spaces,No,0
559,1528,1528,3673,5,takumi,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Mexican;Japanese;Fast Food,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,Mexican,Yes,0
