Name,Address,Phone,Cuisines,Take Out,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
Conga Cafe,1218 Kennedy BlvdUnion City NJ 07087,(201) 864-1444,Bars;Latin American,Yes,11:00 AM,2:00 AM,11:00 AM,10:00 PM
Mezetto,161 E Houston StNew York NY 10002,(212) 933-4587,Mediterranean;Seafood;Breakfast & Brunch,Yes,10:00 AM,1:30 AM,10:00 AM,4:00 PM
ZuriLee Restaurant,755 Flatbush AveBrooklyn NY 11226,(718) 513-6084,Pizza;Cocktail Bars,Yes,1:00 PM,1:00 AM,1:00 PM,11:00 PM
The Standing Room,4738 Vernon BlvdLong Island City NY 11101,(347) 309-7666,Comedy Clubs;Cocktail Bars,No,12:00 PM,2:00 AM,12:00 PM,12:00 AM
The Ship,158 Lafayette StNew York NY 10013,(212) 219-8496,Cocktail Bars,No,6:00 PM,3:00 AM,5:00 PM,1:00 AM
Le Pif,465 W 23rd StNew York NY 10011,(212) 229-1700,Wine Bars;Breakfast & Brunch;French,No,11:00 AM,12:00 AM,11:00 AM,11:30 PM
Ugly Baby,407 Smith StBrooklyn NY 11231,(347) 689-3075,Thai;Bars,Yes,12:00 PM,10:30 PM,12:00 PM,10:30 PM
Ahimsa,210 Thompson StNew York NY 10012,(212) 533-7290,Indian;Vegetarian;Kosher,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Gandhi Fine Indian Cuisine,2032 Bedford AveBrooklyn NY 11226,(718) 282-7012,Indian,Yes,11:30 AM,10:00 PM,11:30 AM,9:30 PM
Pizza Classica,8989 Union TpkeGlendale NY 11385,(718) 847-5001,Pizza;Italian;Bars,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
BlackSea Fish & Grill,95-36 Queens BlvdRego Park NY 11374,(718) 275-7555,Mediterranean;Turkish;Seafood,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Lucha Lucha,283 Nostrand AveBrooklyn NY 11216,(718) 399-3696,Mexican;Salad,Yes,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Prologue Coffee Room,120C Lafayette StNew York NY 10013,(646) 504-5353,Coffee & Tea,Yes,8:00 AM,6:00 PM,8:00 AM,6:00 PM
Noorman’s Kil,609 Grand StBrooklyn NY 11211,(347) 384-2526,Bars;Sandwiches,No,2:00 PM,4:00 AM,2:00 PM,4:00 AM
2nd Ave Deli,162 E 33rd StNew York NY 10016,(212) 689-9000,Delis;Kosher;Sandwiches,Yes,7:00 AM,11:00 PM,7:00 AM,11:00 PM
Orale Mexican Kitchen,341 Grove StJersey City NJ 07302,(201) 333-0001,Mexican,Yes,12:00 PM,11:00 PM,12:00 PM,9:00 PM
Pierre Loti Midtown,300 E 52nd StNew York NY 10022,(212) 755-5684,Wine Bars;Tapas/Small Plates;Turkish,Yes,3:00 PM,2:00 AM,3:00 PM,12:00 AM
The Richardson,451 Graham AveBrooklyn NY 11222,(718) 389-0839,Cocktail Bars;Whiskey Bars;Tapas/Small Plates,Yes,12:00 PM,4:00 AM,12:00 PM,4:00 AM
LuAnne’s Wild Ginger All-Asian Vegan,112 Smith StBrooklyn NY 11201,(718) 858-3880,Asian Fusion;Vegetarian;Vegan,Yes,11:30 AM,11:00 PM,12:30 PM,10:30 PM
Petite Crevette,144 Union StBrooklyn NY 11231,(718) 855-2632,Seafood;French,Yes,5:30 PM,11:00 PM,5:30 PM,11:00 PM
DiSO’s Italian Sandwich Society,New York NY 10017,(917) 756-4145,Food Trucks;Italian;Sandwiches,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Verlaine,110 Rivington StNew York NY 10002,(212) 614-2494,Tapas/Small Plates;Lounges,No,5:00 PM,4:00 AM,5:00 PM,1:00 AM
Mémé Mediterranean,581 Hudson StNew York NY 10014,(646) 692-8450,Mediterranean;Salad;Seafood,Yes,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Nostrand Cafe,261 Nostrand AveBedford-Stuyvesant NY 11216,(718) 975-8588,Korean;Cafes;Breakfast & Brunch,Yes,8:00 AM,10:00 PM,8:00 AM,7:30 PM
The PokéSpot,120 4th AveNew York NY 10003,(212) 933-0971,Poke;Hawaiian,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Emporio,231 Mott StNew York NY 10012,(212) 966-1234,Italian;Pizza,Yes,11:00 AM,11:45 PM,11:00 AM,10:45 PM
Ottomanelli Butcher Shoppe,1549 York AveNew York NY 10028,(212) 772-7900,Meat Shops;Butcher,Yes,6:30 AM,6:00 PM,CLOSED,CLOSED
Tortilleria Nixtamal,104-05 47th AveCorona NY 11368,(718) 699-2434,Mexican,Yes,11:00 AM,11:00 PM,11:00 AM,9:00 PM
Anable Basin Sailing Bar & Grill,4-40 44th DrLong Island City NY 11101,(646) 207-1333,Bars;Brazilian;American (Traditional),No,12:00 PM,2:00 AM,12:00 PM,2:00 AM
Walter Foods,253 Grand StBrooklyn NY 11211,(718) 387-8783,American (Traditional);Cocktail Bars,No,10:00 AM,1:00 AM,10:30 AM,11:00 PM
The Cinnamon Snail,2 Penn PlzThe PennsyNew York NY 10001,(862) 246-6431,Vegan;Gluten-Free;Desserts,Yes,11:00 AM,9:00 PM,11:00 AM,9:00 PM
Avo’s Grill,720 Anderson AveSte 4Cliffside Park NJ 07010,(201) 945-9038,Mediterranean;Greek;American (New),Yes,11:00 AM,10:00 PM,12:00 PM,9:00 PM
Emmy Squared,364 Grand StBrooklyn NY 11211,(718) 360-4535,Pizza;Sandwiches,Yes,12:00 PM,11:30 PM,12:00 PM,11:00 PM
The Chipped Cup,3610 BroadwayNew York NY 10031,(212) 368-8881,Coffee & Tea;Bagels,Yes,8:00 AM,8:00 PM,8:00 AM,8:00 PM
Rutherford Pancake House,40 Park AveRutherford NJ 07070,(201) 340-4171,Breakfast & Brunch,Yes,7:00 AM,3:00 PM,7:00 AM,3:00 PM
BXL Zoute,50 W 22nd StNew York NY 10010,(646) 692-9282,Belgian,Yes,11:00 AM,11:30 PM,11:00 AM,11:30 PM
Mayfield,688 Franklin AveBrooklyn NY 11238,(347) 318-3643,American (New);Breakfast & Brunch,Yes,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Vezzo,178 Lexington AveNew York NY 10016,(212) 839-8300,Pizza;Salad;Pasta Shops,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
White Oak Tavern,21 Waverly PlNew York NY 10003,(212) 260-2604,Bars;Comfort Food;American (Traditional),Yes,11:00 AM,3:00 AM,11:00 AM,2:00 AM
Distilled,211 W BroadwayNew York NY 10013,(646) 809-9490,American (New);Cocktail Bars;Breakfast & Brunch,Yes,11:00 AM,2:00 AM,11:00 AM,5:00 PM
Fragole Ristorante,394 Court StBrooklyn NY 11231,(718) 522-7133,Italian,Yes,11:00 AM,11:30 PM,11:00 AM,10:30 PM
Momosan Ramen & Sake,342 Lexington AveNew York NY 10016,(646) 201-5529,Ramen;Tapas/Small Plates,Yes,11:30 AM,11:00 PM,12:00 PM,10:00 PM
Tartinery Hudson Eats,225 Liberty StNew York NY 10281,(646) 755-8484,French,Yes,10:00 AM,9:00 PM,11:00 AM,7:00 PM
Candle Cafe West,2427 BroadwayNew York NY 10024,(212) 769-8900,Cafes,Yes,11:30 AM,10:30 PM,11:30 AM,9:30 PM
Hourglass Tavern,373 W 46th StNew York NY 10036,(212) 265-2060,American (Traditional);Breakfast & Brunch;Wine Bars,Yes,11:00 AM,1:00 AM,11:00 AM,12:00 AM
Arepera Guacuco,44 Irving AveBrooklyn NY 11237,(347) 305-3300,Salad;Empanadas;Venezuelan,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Silli Point Indian Fusion,498 Anderson AveFirst FloorCliffside Park NJ 07010,(201) 941-0271,Indian;Asian Fusion,Yes,11:30 AM,10:30 PM,11:30 AM,10:00 PM
Napoli Wood Fired Pizza & Bakery,702 Anderson AveCliffside Park NJ 07010,(201) 224-2750,Pizza;Bakeries,Yes,12:00 PM,10:00 PM,12:00 PM,10:00 PM
Absolute Coffee,327 Atlantic AveBrooklyn NY 11201,(718) 522-0969,Coffee & Tea;Bakeries,Yes,7:00 AM,7:00 PM,8:00 AM,6:00 PM
Red Hook Lobster Pound,284 Van Brunt StBrooklyn NY 11231,(718) 858-7650,Seafood,Yes,12:00 PM,10:00 PM,12:00 PM,8:00 PM
Poké Inn,357 W 49th StNew York NY 10019,(212) 510-8005,Poke;Japanese;Seafood,Yes,11:00 AM,10:00 PM,12:00 PM,10:00 PM
Sweet Afton,30-09 34th StAstoria NY 11103,(718) 777-2570,Pubs;Gastropubs,No,10:30 AM,4:00 AM,10:30 AM,4:00 AM
A.L.C. Italian Grocery,8613 3rd AveNew York NY 11209,(718) 836-3200,Grocery;Cheese Shops;Sandwiches,Yes,8:00 AM,9:00 PM,9:00 AM,6:00 PM
Excellent Dumpling House,165 W 23rd StNew York NY 10011,(212) 989-8885,Dim Sum;Seafood;Soup,Yes,11:00 AM,11:00 PM,11:00 AM,10:30 PM
Beer Street,413 Graham AveBrooklyn NY 11211,(347) 294-0495,Beer Bar,No,2:00 PM,2:00 AM,2:00 PM,1:00 AM
The Miles Coffee Bar,4039 E Tremont AveBronx NY 10465,(718) 824-2719,Coffee & Tea,Yes,8:00 AM,8:00 PM,8:00 AM,6:00 PM
Korzo Klub,977 Bay StStaten Island NY 10305,(718) 541-4692,Modern European;Breakfast & Brunch;Burgers,Yes,11:30 AM,11:00 PM,11:30 AM,9:00 PM
Chuko,565 Vanderbilt AveBrooklyn NY 11238,(347) 425-9570,Asian Fusion;Ramen,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Hank’s Juicy Beef,84 Chambers StNew York NY 10007,(646) 828-8996,American (New);Italian;Sandwiches,Yes,12:00 PM,4:00 PM,CLOSED,CLOSED
Han Joo Chik Naeng Myun & BBQ,41-06 149th PlFlushing NY 11355,(718) 359-6888,Korean;Barbeque;Noodles,Yes,11:00 AM,12:00 AM,11:00 AM,12:00 AM
HandCraft Kitchen & Cocktails,367 3rd AveNew York NY 10016,(212) 689-3000,Cocktail Bars;Gastropubs;Comfort Food,Yes,11:00 AM,4:00 AM,11:00 AM,12:00 AM
El Matador Mexican Restaurant,418 Broad StBloomfield NJ 07003,(973) 748-1707,Mexican,Yes,11:00 AM,10:00 PM,11:00 AM,6:00 PM
L’ADRESSE,1065 Ave Of The AmericasNew York NY 10018,(917) 663-5953,American (New);Breakfast & Brunch;Desserts,Yes,9:00 AM,11:00 PM,9:00 AM,5:00 PM
Hole in the Wall,15 Cliff StNew York NY 10038,(212) 602-9991,Breakfast & Brunch;Cocktail Bars;Juice Bars & Smoothies,Yes,8:00 AM,5:00 PM,8:00 AM,5:00 PM
Chicken Provence,154 E 39th StNew York NY 10016,(212) 922-0505,French;Chicken Shop;Sandwiches,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Oregano,102 Berry StBrooklyn NY 11249,(718) 599-5988,Italian;Pizza;Bars,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Quinoa Kitchen,287 Bedford AveBrooklyn NY 11211,(718) 486-5150,Juice Bars & Smoothies;Breakfast & Brunch;Burgers,Yes,11:00 AM,9:30 PM,11:00 AM,9:30 PM
Babbalucci,331 Lenox AveNew York NY 10027,(646) 918-6572,Italian,Yes,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Natoli’s Deli,300 Clarendon StSecaucus NJ 07094,(201) 864-2243,Pizza;Italian;Delis,Yes,7:00 AM,10:00 PM,9:00 AM,9:00 PM
CC’s Cafe,41 Monroe StNew York NY 10002,(212) 571-1060,Cafes;Breakfast & Brunch;American (New),Yes,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Morgan Fish Market & Restaurant,2801 John F Kennedy BlvdJersey City NJ 07306,(201) 792-2400,Seafood,Yes,12:00 PM,12:00 AM,12:00 PM,12:00 AM
Calle Dao - Chelsea,461 W 23rd StNew York NY 10011,(212) 414-4104,Cuban;Chinese;Asian Fusion,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Solbaat,40-03 149th PlFlushing NY 11354,(929) 362-2132,Korean;Barbeque;Seafood,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Barnyard Cheese,168 Ave BNew York NY 10009,(212) 674-2276,Cheese Shops;Sandwiches;Breakfast & Brunch,Yes,9:00 AM,9:00 PM,9:00 AM,9:00 PM
Bar Uni,674 Manhattan AveBrooklyn NY 11222,(646) 833-8564,Cocktail Bars;Seafood;Japanese,No,5:30 PM,2:00 AM,5:30 PM,12:00 AM
Root & Bone,200 E 3rd StNew York NY 10009,(646) 682-7080,Southern;Comfort Food;Desserts,Yes,10:30 AM,11:30 PM,10:30 AM,10:30 PM
Blue Bottle Coffee,85 Dean StBrooklyn NY 11201,(510) 653-3394,Coffee & Tea,Yes,7:00 AM,6:00 PM,7:00 AM,6:00 PM
Villabate Alba,7001 18th AveBrooklyn NY 11204,(718) 331-8430,Bakeries;Desserts;Coffee & Tea,Yes,7:00 AM,9:00 PM,7:00 AM,8:00 PM
Sofia Wine Bar,242 E 50th StNew York NY 10022,(212) 888-8660,Italian;Wine Bars,Yes,4:00 PM,1:00 AM,4:00 PM,12:00 AM
Bayou,1072 Bay StStaten Island NY 10305,(718) 273-4383,Cajun/Creole;Southern;Diners,Yes,11:30 AM,12:00 AM,12:00 PM,10:00 PM
Oscar’s Place,466 Hudson StNew York NY 10014,(646) 690-2331,Modern European;Breakfast & Brunch;British,Yes,9:00 AM,11:00 PM,9:00 AM,11:00 PM
El Rey Coffee And Luncheonette,100 StantonNew York NY 10002,(212) 260-3950,Coffee & Tea;American (New);Cafes,Yes,10:00 AM,5:00 PM,10:00 AM,5:00 PM
Geido,331 Flatbush AveBrooklyn NY 11217,(718) 638-8866,Japanese;Sushi Bars,Yes,5:30 PM,11:00 PM,5:30 PM,10:30 PM
Union Pizza Works,423 Troutman StBrooklyn NY 11237,(718) 628-1927,Italian;Pizza,Yes,12:00 PM,12:00 AM,12:00 PM,11:30 PM
Margherita NYC,197 Grand StNew York NY 10013,(212) 226-8391,Italian;Pizza,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Dinosaur Bar-B-Que,700 W 125th StHarlem NY 10027,(212) 694-1777,Barbeque;Music Venues,Yes,11:30 AM,12:00 AM,12:00 PM,10:00 PM
The Beast Next Door,42-51 27th StLong Island City NY 11101,(718) 482-7507,Bars;American (New),No,4:00 PM,2:00 AM,4:00 PM,12:00 AM
Bondurants,303 E 85th StNew York NY 10028,(212) 249-1509,American (New);Beer Bar,Yes,11:00 AM,4:00 AM,11:00 AM,2:00 AM
Shake Shack,154 E 86th StNew York NY 10120,(646) 237-5035,Burgers;Juice Bars & Smoothies;Ice Cream & Frozen Yogurt,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Shobu Sushi & Grill,9427 5th AveBrooklyn NY 11209,(718) 833-8345,Japanese;Salad;Sushi Bars,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Topaz Thai Restaurant,137 Washington AveBelleville NJ 07109,(973) 759-7425,Thai,Yes,11:30 AM,10:00 PM,1:30 PM,9:00 PM
Jungle Cafe,996 Manhattan AveGreenpoint NY 11222,(347) 987-4981,Vegan;Vegetarian;Kosher,Yes,11:30 AM,10:00 PM,12:00 PM,5:00 PM
Maite,159 Central AveBushwick NY 11221,(718) 366-3090,Bars;American (New);Spanish,Yes,5:00 PM,11:00 PM,5:00 PM,10:00 PM
Red Fleece Café,901 Broadway At 20th StNew York NY 10003,(212) 228-3580,Coffee & Tea,Yes,10:00 AM,7:00 PM,10:00 AM,7:00 PM
Cuba Restaurant and Rum Bar,222 Thompson StNew York NY 10012,(212) 420-7878,Cuban,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
My Cuban Spot,488 Carroll StBrooklyn NY 11215,(718) 855-1941,Cuban,Yes,11:00 AM,9:00 PM,12:00 PM,9:00 PM
Scalino,659 Manhattan AveBrooklyn NY 11222,(718) 389-8600,Italian,Yes,12:00 PM,10:30 PM,12:00 PM,9:30 PM
Binh Duong,61 Belleville AveBloomfield NJ 07003,(973) 680-8440,Vietnamese,Yes,11:00 AM,10:00 PM,11:00 AM,9:00 PM
Blessings Cafe,663 Flatbush AveBrooklyn NY 11225,(347) 770-9746,Breakfast & Brunch;Italian,Yes,8:00 AM,10:00 PM,8:00 AM,10:00 PM
The Bounty,131 Greenpoint AveBrooklyn NY 11222,(347) 689-3325,Bars;American (New),Yes,11:00 AM,11:30 PM,11:00 AM,10:00 PM
Streets,53 BdwyBrooklyn NY 11249,(718) 384-2899,American (New);Bars;Breakfast & Brunch,Yes,5:00 PM,10:00 PM,5:00 PM,10:00 PM
Casa Adela,66 Ave CNew York NY 10009,(212) 473-1882,Latin American;Puerto Rican,Yes,8:00 AM,10:00 PM,8:00 AM,10:00 PM
Aurora,70 Grand StBrooklyn NY 11249,(718) 388-5100,Italian;Comfort Food,Yes,11:00 AM,12:00 AM,11:00 AM,10:00 PM
Jack’s Stir Brew Coffee,138 W 10th StNew York NY 10014,(212) 929-0821,Coffee & Tea;Bakeries,Yes,7:00 AM,7:00 PM,7:00 AM,7:00 PM
The Edge Harlem,101 Edgecombe AveNew York NY 10030,(212) 939-9688,Breakfast & Brunch;American (New);Coffee & Tea,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
India Kitchen,493 9th AveNew York NY 10018,(212) 244-6342,Indian,Yes,11:30 AM,10:30 PM,11:30 AM,10:30 PM
Colina Cuervo,759 Nostrand AveCrown Heights NY 11216,(718) 552-2005,Cafes;Latin American;Coffee & Tea,Yes,8:00 AM,8:30 PM,8:00 AM,5:00 PM
EONS Greek Food for Life,633 2nd AveNew York NY 10016,(212) 696-1234,Greek;Mediterranean;Salad,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Ryan’s Daughter,350 E 85th StNew York NY 10028,(212) 628-2613,Pubs;American (New),No,10:00 AM,4:00 AM,12:00 PM,4:00 AM
Sun’s Organic Garden,79 Bayard StNew York NY 10013,(917) 362-6662,Coffee & Tea;Grocery,Yes,10:30 AM,6:30 PM,10:30 AM,5:00 PM
The Gumbo Bros,224 Atlantic AveBrooklyn NY 11201,(917) 909-1471,Cajun/Creole;Southern;Sandwiches,Yes,11:30 AM,10:00 PM,11:30 AM,9:00 PM
Curry-Ya,214 E 10th StNew York NY 10003,(866) 602-8779,Japanese,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Hummus Place,305 Amsterdam AveNew York NY 10023,(212) 799-3335,Vegetarian;Middle Eastern;Mediterranean,Yes,10:30 AM,11:00 PM,10:30 AM,10:30 PM
Mazzat,208 Columbia StBrooklyn NY 11231,(718) 852-1652,Tapas Bars;Mediterranean;Middle Eastern,Yes,11:30 AM,12:00 AM,11:30 AM,10:00 PM
Gotan,130 Franklin StNew York NY 10013,(212) 431-5200,Cafes;Breakfast & Brunch;Desserts,Yes,9:00 AM,5:00 PM,9:00 AM,5:00 PM
Vinnie’s All-Star Bar & Grill,215 Manor AveHarrison NJ 07029,(973) 481-7513,Portuguese;Sports Bars;American (Traditional),Yes,10:00 AM,9:30 PM,CLOSED,CLOSED
Milk and Hops,779 BroadwayNew York NY 10003,(212) 995-5588,Cheese Shops;Beer Wine & Spirits;Sandwiches,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Local & Vine,282 Hudson StNew York NY 10013,(212) 337-3414,Wine Bars;Tapas Bars,Yes,4:00 PM,2:00 AM,4:00 PM,10:00 PM
Pino Wine Bar,156 E 33rd StNew York NY 10016,(646) 704-6149,Wine Bars;American (Traditional);Breakfast & Brunch,No,4:00 PM,2:00 AM,4:00 PM,12:00 AM
Times Square Diner,807 8th AveNew York NY 10019,(212) 315-2400,American (Traditional),Yes,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Charlotte Patisserie,596 Manhattan AveBrooklyn NY 11222,(718) 383-8313,Breakfast & Brunch;Sandwiches;Beer Bar,Yes,8:00 AM,8:00 PM,9:00 AM,7:00 PM
Zen Ramen & Sushi,150 W 36 streetNew York NY 10018,(646) 870-7509,Sushi Bars;Ramen;Salad,Yes,12:00 PM,10:00 PM,12:00 PM,10:00 PM
Malii,2028 2nd AveNew York NY 10029,(917) 819-5184,Thai,Yes,11:30 AM,10:30 PM,11:30 AM,10:00 PM
Fette Sau,354 Metropolitan AveBrooklyn NY 11211,(718) 963-3404,Barbeque;Cocktail Bars,Yes,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Shalel Lounge,65 W 70th StNew York NY 10023,(212) 873-2300,Lounges;Moroccan,Yes,5:00 PM,2:00 AM,5:00 PM,1:00 AM
Covenhoven,730 Classon AveBrooklyn NY 11238,(718) 483-9950,Bars,No,12:00 PM,1:00 AM,12:00 PM,12:00 AM
Chikarashi,227 Canal StNew York NY 10013,(646) 649-5965,Japanese;Hawaiian;Poke,Yes,11:30 AM,9:00 PM,12:00 PM,4:00 PM
Kafana,116 Ave CNew York NY 10009,(212) 353-8000,Modern European,Yes,12:00 PM,1:00 AM,12:00 PM,11:00 PM
DAVIDsTEA,688 6th AveNew York NY 10010,(212) 229-0002,Coffee & Tea,Yes,9:30 AM,9:00 PM,10:30 AM,8:00 PM
Tamashii Ramen,2905 BroadwayAstoria NY 11106,(718) 278-5888,Ramen;Salad;Seafood,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Village Cafe,1968 Coney Island AveBrooklyn NY 11223,(718) 975-3373,Cafes,Yes,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Flip’n Toss,82 Christopher StNew York NY 10014,(212) 645-0904,American (New),Yes,9:00 AM,11:00 PM,9:00 AM,10:00 PM
Tomi Jazz,239 E 53rd StNew York NY 10022,(646) 497-1254,Japanese;Jazz & Blues,No,5:30 PM,4:00 AM,5:30 PM,2:00 AM
Bohaus,406 Marcus Garvey BlvdBrooklyn NY 11216,(347) 256-4864,Coffee & Tea;Florists,No,9:00 AM,6:00 PM,9:00 AM,5:00 PM
Shake Shack,170 Flatbush AveBrooklyn NY 11217,(347) 442-7721,Burgers;Hot Dogs,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
The Candle Cafe,1307 3rd AveNew York NY 10021,(212) 472-0970,Vegan;Gluten-Free;Sandwiches,Yes,11:30 AM,10:30 PM,11:30 AM,9:30 PM
Chimu Bistro,482 Union AveBrooklyn NY 11211,(718) 383-0045,Steakhouses;Peruvian;Seafood,Yes,12:30 PM,12:00 AM,12:30 PM,11:00 PM
Reunion,544 Union AveBrooklyn NY 11211,(718) 599-3670,Breakfast & Brunch;Cafes;Middle Eastern,Yes,7:00 AM,5:00 PM,9:00 AM,5:00 PM
Mito Asian Fusion,64-18 108th StForest Hills NY 11375,(718) 255-6668,Japanese;Sushi Bars;Asian Fusion,Yes,11:00 AM,12:00 AM,12:00 PM,11:00 PM
Barney Greengrass,541 Amsterdam AveNew York NY 10024,(212) 724-4707,Specialty Food;Delis;Bagels,Yes,8:30 AM,6:00 PM,8:30 AM,6:00 PM
Somtum Der,85 Ave ANew York NY 10009,(212) 260-8570,Thai,Yes,12:00 PM,11:00 PM,12:00 PM,10:30 PM
Cocoron,37 Kenmare StNew York NY 10012,(212) 966-0800,Japanese;Noodles;Soup,No,12:00 PM,11:00 PM,12:00 PM,11:00 PM
sweetgreen,100 Kenmare StNew York NY 10012,(646) 964-5012,Salad;Vegetarian,Yes,10:30 AM,10:00 PM,10:30 AM,10:00 PM
Barcade,388 Union AveBrooklyn NY 11211,(718) 302-6464,Bars;Arcades;Do-It-Yourself Food,No,12:00 PM,4:00 AM,12:00 PM,4:00 AM
Ariana Afghan Kebab Restaurant,787 9th AveApt 3NNew York NY 10019,(212) 262-2323,Middle Eastern;Afghan;Seafood,Yes,11:30 AM,10:30 PM,11:30 AM,10:30 PM
Bep Ga,70 Forsyth StNew York NY 10002,(917) 261-4716,Vietnamese;Chicken Shop,Yes,12:00 PM,4:00 PM,CLOSED,CLOSED
The Plaza Food Hall,1 W 59th StNew York NY 10019,(212) 546-5499,Food Court,Yes,8:00 AM,9:30 PM,11:00 AM,6:00 PM
June,231 Court StBrooklyn NY 11201,(917) 909-0434,Wine Bars;Breakfast & Brunch,No,11:00 AM,1:00 AM,11:00 AM,12:00 AM
Five Stars Thai Cuisine,324 29th StUnion City NJ 07087,(201) 583-1800,Thai;Vegetarian,Yes,11:30 AM,9:30 PM,11:30 AM,9:30 PM
SriPraPhai Thai Restaurant,64-13 39th AveWoodside NY 11377,(718) 899-9599,Thai,Yes,11:30 AM,9:30 PM,11:30 AM,9:30 PM
Benito One,174 Mulberry StNew York NY 10013,(212) 226-9171,Italian,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Gino’s Restaurant,7414 5th AveBrooklyn NY 11209,(718) 748-1698,Pizza;Italian;Wine Bars,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Chop Chop Grub Shop,3507 Ditmars BlvdAstoria NY 11105,(718) 777-0191,American (New),Yes,8:00 AM,10:00 PM,8:00 AM,10:00 PM
Five Leaves,18 Bedford AveBrooklyn NY 11222,(718) 383-5345,American (New);Bars,Yes,8:00 AM,1:00 AM,8:00 AM,1:00 AM
Malecon Restaurant,4141 BroadwayNew York NY 10033,(212) 927-3812,Latin American;Breakfast & Brunch;Dominican,Yes,8:30 AM,2:00 AM,8:30 AM,1:00 AM
Flor De Mayo,484 Amsterdam AveNew York NY 10024,(212) 787-3388,Chinese;Peruvian,Yes,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Gersi,316 Court StBrooklyn NY 11231,(347) 889-5077,Italian;Wine Bars;Breakfast & Brunch,Yes,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Roasting Plant,75 Greenwich AveNew York NY 10014,(212) 775-7755,Coffee & Tea,Yes,7:00 AM,9:00 PM,7:00 AM,9:00 PM
DAVIDsTEA,1124 3rd AveNew York NY 10014,(212) 717-1116,Coffee & Tea,Yes,9:30 AM,8:00 PM,9:30 AM,8:00 PM
Murasaki,4644 Vernon BlvdLong Island City NY 11101,(718) 482-7088,Japanese;Sushi Bars,Yes,12:30 PM,11:00 PM,4:30 PM,10:00 PM
MOLOKO,705 Myrtle AveBedford-Stuyvesant NY 11205,(718) 596-3624,Cocktail Bars;American (New);Beer Wine & Spirits,Yes,12:00 PM,4:00 AM,12:00 PM,4:00 AM
Sake Bar Decibel,240 E 9th StNew York NY 10003,(212) 979-2733,Bars;Japanese,No,6:00 PM,3:00 AM,6:00 PM,1:00 AM
Blend on the Water,4540 Center BlvdLong Island City NY 11109,(718) 606-9851,Latin American;Breakfast & Brunch;Lounges,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Mint Masala,95 Macdougal StNew York NY 10012,(212) 777-2888,Indian;Halal,Yes,11:30 AM,12:00 AM,11:30 AM,12:00 AM
Athena Mediterranean Cuisine,535 6th AveBrooklyn NY 11215,(718) 965-4578,Mediterranean;Greek,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Mughlai Indian Cuisine,329 3rd AveNew York NY 10010,(212) 889-0909,Indian,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
The Ginger Man,11 E 36th StNew York NY 10016,(212) 532-3740,Bars;Breweries,No,12:30 PM,4:00 AM,12:30 PM,2:00 AM
Giovanni’s Brooklyn Eats,1657 8th AveBrooklyn NY 11215,(718) 788-8001,Italian,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Intelligentsia Coffee,180 10th AveNew York NY 10011,(212) 933-9736,Coffee & Tea,Yes,7:00 AM,7:00 PM,7:00 AM,6:00 PM
